subject,index,n_since_last_click,channel
4,1,0,26
4,1,0,27
4,2,0,26
4,2,0,27
4,3,0,26
4,3,0,27
4,4,0,26
4,4,0,27
4,5,0,26
4,5,0,27
4,6,5,26
4,6,5,27
4,7,0,26
4,7,0,27
4,8,0,26
4,8,0,27
4,9,0,26
4,9,0,27
4,10,0,27
4,11,5,26
4,11,5,27
4,12,0,26
4,12,0,27
4,13,5,26
4,13,5,27
4,14,0,26
4,14,0,27
4,15,0,26
4,15,0,27
4,16,12,26
4,16,12,27
4,17,7,26
4,17,7,27
4,18,7,26
4,18,7,27
4,19,0,26
4,19,0,27
4,20,6,26
4,20,6,27
4,21,17,26
4,21,17,27
4,22,6,26
4,22,6,27
4,23,6,26
4,23,6,27
4,24,6,26
4,24,6,27
4,26,6,26
4,26,6,27
4,27,4,26
4,27,4,27
4,28,12,26
4,28,12,27
4,29,3,26
4,29,3,27
4,30,4,26
4,30,4,27
4,31,3,26
4,31,3,27
4,32,0,26
4,32,0,27
4,33,9,26
4,33,9,27
4,34,0,26
4,34,0,27
4,35,0,26
4,35,0,27
4,36,0,26
4,36,0,27
4,37,0,26
4,37,0,27
4,38,0,26
4,38,0,27
4,39,0,26
4,39,0,27
4,40,3,26
4,40,3,27
4,41,10,26
4,41,10,27
4,42,0,26
4,42,0,27
4,43,0,26
4,43,0,27
4,44,5,26
4,44,5,27
4,45,1,26
4,45,1,27
4,46,13,26
4,46,13,27
4,47,24,26
4,47,24,27
4,48,23,26
4,48,23,27
4,49,0,26
4,49,0,27
4,50,0,26
4,50,0,27
4,51,4,26
4,51,4,27
4,52,16,26
4,52,16,27
4,53,3,26
4,53,3,27
4,54,0,26
4,54,0,27
4,55,29,26
4,55,29,27
4,56,0,26
4,56,0,27
4,57,20,26
4,57,20,27
4,58,0,26
4,58,0,27
4,59,33,26
4,59,33,27
4,60,8,26
4,60,8,27
4,61,3,26
4,61,3,27
4,62,3,26
4,63,11,26
4,63,11,27
4,64,14,26
4,64,14,27
4,65,46,26
4,65,46,27
4,66,36,26
4,66,36,27
4,67,8,26
4,67,8,27
4,68,7,26
4,68,7,27
4,69,43,26
4,69,43,27
4,70,0,26
4,70,0,27
4,71,9,26
4,71,9,27
4,72,10,26
4,72,10,27
4,73,9,26
4,73,9,27
4,74,24,27
4,75,2,26
4,75,2,27
4,76,0,26
4,76,0,27
4,77,2,26
4,77,2,27
4,78,2,26
4,78,2,27
4,79,0,26
4,79,0,27
4,80,0,26
4,80,0,27
4,81,3,26
4,81,3,27
4,82,4,26
4,82,4,27
4,83,3,26
4,83,3,27
4,84,12,26
4,84,12,27
4,85,0,26
4,85,0,27
4,86,14,26
4,86,14,27
4,87,0,27
4,88,0,26
4,88,0,27
4,89,10,26
4,89,10,27
4,90,4,26
4,90,4,27
4,91,0,26
4,91,0,27
4,92,10,26
4,92,10,27
4,93,0,26
4,93,0,27
4,94,3,26
4,94,3,27
4,95,0,26
4,95,0,27
4,96,27,26
4,96,27,27
4,97,37,26
4,97,37,27
4,98,3,26
4,98,3,27
4,99,0,26
4,99,0,27
4,100,10,26
4,100,10,27
4,101,0,26
4,101,0,27
4,102,1,26
4,102,1,27
4,103,14,26
4,103,14,27
4,104,12,26
4,104,12,27
4,105,28,26
4,105,28,27
4,106,0,26
4,106,0,27
4,107,0,26
4,107,0,27
4,108,0,26
4,108,0,27
4,109,27,26
4,109,27,27
4,110,0,26
4,110,0,27
4,111,0,26
4,111,0,27
4,112,3,26
4,112,3,27
4,113,6,26
4,113,6,27
4,114,0,26
4,114,0,27
4,115,6,26
4,115,6,27
4,116,0,26
4,116,0,27
4,117,5,26
4,117,5,27
4,118,21,26
4,118,21,27
4,119,10,26
4,119,10,27
4,120,3,26
4,120,3,27
4,121,4,26
4,121,4,27
4,122,31,26
4,122,31,27
4,123,30,26
4,124,4,26
4,124,4,27
4,125,0,26
4,125,0,27
4,126,11,26
4,126,11,27
4,127,0,26
4,127,0,27
4,128,59,26
4,128,59,27
4,129,3,26
4,129,3,27
4,130,24,26
4,130,24,27
4,131,20,26
4,131,20,27
4,132,77,26
4,132,77,27
4,133,40,26
4,133,40,27
4,134,17,26
4,134,17,27
4,135,47,26
4,135,47,27
4,137,4,26
4,137,4,27
4,138,75,26
4,138,75,27
4,139,9,26
4,139,9,27
4,140,9,26
4,140,9,27
4,141,18,26
4,141,18,27
4,142,45,26
4,142,45,27
4,143,80,26
4,143,80,27
4,144,3,26
4,144,3,27
4,145,6,26
4,145,6,27
4,146,5,26
4,146,5,27
4,147,41,26
4,147,41,27
4,148,8,26
4,148,8,27
4,149,18,26
4,149,18,27
4,150,43,26
4,150,43,27
4,151,0,26
4,151,0,27
4,152,14,26
4,152,14,27
4,153,0,26
4,153,0,27
4,154,0,26
4,154,0,27
4,155,0,26
4,155,0,27
4,156,0,26
4,156,0,27
4,157,0,26
4,157,0,27
4,158,0,26
4,158,0,27
4,159,7,26
4,159,7,27
4,160,12,26
