subject,index,n_since_last_click,channel
1,1,0,2
1,1,0,3
1,1,0,5
1,1,0,6
1,1,0,7
1,1,0,26
1,1,0,27
1,1,0,28
1,1,0,29
1,1,0,38
1,1,0,39
1,1,0,50
1,1,0,51
1,2,0,2
1,2,0,3
1,2,0,4
1,2,0,5
1,2,0,6
1,2,0,7
1,2,0,26
1,2,0,27
1,2,0,28
1,2,0,29
1,2,0,38
1,2,0,39
1,2,0,50
1,2,0,51
1,3,0,2
1,3,0,3
1,3,0,4
1,3,0,5
1,3,0,6
1,3,0,7
1,3,0,26
1,3,0,27
1,3,0,28
1,3,0,29
1,3,0,38
1,3,0,39
1,3,0,50
1,3,0,51
1,4,0,2
1,4,0,3
1,4,0,4
1,4,0,5
1,4,0,7
1,4,0,26
1,4,0,27
1,4,0,28
1,4,0,29
1,4,0,38
1,4,0,39
1,4,0,50
1,4,0,51
1,5,5,2
1,5,5,3
1,5,5,4
1,5,5,5
1,5,5,6
1,5,5,7
1,5,5,26
1,5,5,27
1,5,5,28
1,5,5,29
1,5,5,38
1,5,5,39
1,5,5,50
1,5,5,51
1,6,3,2
1,6,3,3
1,6,3,4
1,6,3,5
1,6,3,6
1,6,3,7
1,6,3,26
1,6,3,27
1,6,3,28
1,6,3,29
1,6,3,38
1,6,3,39
1,6,3,50
1,6,3,51
1,7,0,2
1,7,0,3
1,7,0,4
1,7,0,5
1,7,0,6
1,7,0,7
1,7,0,26
1,7,0,27
1,7,0,28
1,7,0,29
1,7,0,38
1,7,0,39
1,7,0,50
1,7,0,51
1,8,8,4
1,8,8,5
1,8,8,6
1,8,8,7
1,8,8,26
1,8,8,27
1,8,8,28
1,8,8,29
1,8,8,38
1,8,8,39
1,8,8,50
1,9,15,2
1,9,15,3
1,9,15,4
1,9,15,5
1,9,15,6
1,9,15,7
1,9,15,26
1,9,15,27
1,9,15,28
1,9,15,29
1,9,15,38
1,9,15,39
1,9,15,50
1,9,15,51
1,10,0,2
1,10,0,3
1,10,0,4
1,10,0,5
1,10,0,6
1,10,0,7
1,10,0,26
1,10,0,27
1,10,0,28
1,10,0,29
1,10,0,38
1,10,0,39
1,10,0,50
1,10,0,51
1,11,0,2
1,11,0,3
1,11,0,4
1,11,0,5
1,11,0,6
1,11,0,7
1,11,0,26
1,11,0,27
1,11,0,28
1,11,0,29
1,11,0,38
1,11,0,39
1,11,0,50
1,11,0,51
1,12,0,2
1,12,0,3
1,12,0,4
1,12,0,5
1,12,0,6
1,12,0,7
1,12,0,26
1,12,0,27
1,12,0,28
1,12,0,29
1,12,0,38
1,12,0,39
1,12,0,50
1,12,0,51
1,13,0,2
1,13,0,3
1,13,0,4
1,13,0,5
1,13,0,6
1,13,0,7
1,13,0,26
1,13,0,27
1,13,0,28
1,13,0,38
1,13,0,39
1,13,0,50
1,13,0,51
1,14,0,2
1,14,0,3
1,14,0,4
1,14,0,5
1,14,0,6
1,14,0,7
1,14,0,26
1,14,0,27
1,14,0,28
1,14,0,29
1,14,0,38
1,14,0,39
1,14,0,50
1,14,0,51
1,15,0,2
1,15,0,3
1,15,0,4
1,15,0,5
1,15,0,6
1,15,0,7
1,15,0,26
1,15,0,27
1,15,0,28
1,15,0,29
1,15,0,38
1,15,0,39
1,15,0,50
1,15,0,51
1,16,0,2
1,16,0,3
1,16,0,4
1,16,0,6
1,16,0,7
1,16,0,26
1,16,0,27
1,16,0,28
1,16,0,29
1,16,0,38
1,16,0,39
1,16,0,50
1,16,0,51
1,17,0,2
1,17,0,3
1,17,0,4
1,17,0,5
1,17,0,6
1,17,0,7
1,17,0,26
1,17,0,27
1,17,0,28
1,17,0,29
1,17,0,38
1,17,0,39
1,17,0,50
1,17,0,51
1,18,6,2
1,18,6,3
1,18,6,4
1,18,6,5
1,18,6,6
1,18,6,7
1,18,6,26
1,18,6,27
1,18,6,28
1,18,6,29
1,18,6,38
1,18,6,39
1,18,6,50
1,18,6,51
1,19,0,2
1,19,0,3
1,19,0,4
1,19,0,5
1,19,0,6
1,19,0,7
1,19,0,26
1,19,0,27
1,19,0,28
1,19,0,29
1,19,0,38
1,19,0,39
1,19,0,50
1,19,0,51
1,20,0,2
1,20,0,3
1,20,0,4
1,20,0,5
1,20,0,6
1,20,0,7
1,20,0,26
1,20,0,27
1,20,0,28
1,20,0,29
1,20,0,38
1,20,0,39
1,20,0,50
1,20,0,51
1,21,16,2
1,21,16,3
1,21,16,4
1,21,16,6
1,21,16,7
1,21,16,26
1,21,16,27
1,21,16,28
1,21,16,29
1,21,16,38
1,21,16,39
1,21,16,50
1,21,16,51
1,22,17,2
1,22,17,3
1,22,17,4
1,22,17,6
1,22,17,7
1,22,17,26
1,22,17,27
1,22,17,28
1,22,17,29
1,22,17,38
1,22,17,39
1,22,17,50
1,22,17,51
1,23,21,2
1,23,21,3
1,23,21,4
1,23,21,5
1,23,21,6
1,23,21,7
1,23,21,26
1,23,21,27
1,23,21,28
1,23,21,29
1,23,21,38
1,23,21,39
1,23,21,50
1,23,21,51
1,24,0,2
1,24,0,3
1,24,0,4
1,24,0,5
1,24,0,6
1,24,0,7
1,24,0,26
1,24,0,27
1,24,0,28
1,24,0,29
1,24,0,38
1,24,0,39
1,24,0,50
1,24,0,51
1,25,0,2
1,25,0,3
1,25,0,4
1,25,0,7
1,25,0,26
1,25,0,27
1,25,0,28
1,25,0,29
1,25,0,38
1,25,0,50
1,25,0,51
1,26,0,2
1,26,0,3
1,26,0,4
1,26,0,26
1,26,0,27
1,26,0,28
1,26,0,29
1,26,0,38
1,26,0,39
1,26,0,50
1,26,0,51
1,27,0,2
1,27,0,3
1,27,0,4
1,27,0,5
1,27,0,6
1,27,0,7
1,27,0,26
1,27,0,27
1,27,0,28
1,27,0,29
1,27,0,38
1,27,0,39
1,27,0,50
1,27,0,51
1,28,0,3
1,28,0,5
1,28,0,6
1,28,0,7
1,28,0,26
1,28,0,27
1,28,0,28
1,28,0,29
1,28,0,38
1,28,0,39
1,28,0,50
1,28,0,51
1,29,0,2
1,29,0,3
1,29,0,4
1,29,0,5
1,29,0,6
1,29,0,7
1,29,0,27
1,29,0,29
1,29,0,38
1,29,0,39
1,29,0,51
1,30,0,2
1,30,0,3
1,30,0,4
1,30,0,5
1,30,0,6
1,30,0,7
1,30,0,26
1,30,0,27
1,30,0,28
1,30,0,29
1,30,0,38
1,30,0,39
1,30,0,50
1,30,0,51
1,31,9,2
1,31,9,3
1,31,9,4
1,31,9,5
1,31,9,6
1,31,9,7
1,31,9,27
1,31,9,28
1,31,9,29
1,31,9,38
1,31,9,39
1,31,9,51
1,32,0,2
1,32,0,3
