subject,index,n_since_last_click,channel
5,1,0,14
5,1,0,15
5,1,0,16
5,2,0,14
5,2,0,15
5,2,0,16
5,2,0,61
5,3,4,14
5,3,4,15
5,3,4,16
5,4,4,14
5,4,4,16
5,4,4,61
5,5,0,14
5,5,0,15
5,5,0,16
5,5,0,61
5,6,7,14
5,6,7,15
5,6,7,16
5,6,7,61
5,7,0,14
5,7,0,15
5,7,0,16
5,7,0,61
5,8,4,14
5,8,4,15
5,8,4,16
5,8,4,61
5,9,2,14
5,9,2,15
5,9,2,16
5,9,2,61
5,10,1,14
5,10,1,15
5,10,1,16
5,11,4,14
5,11,4,15
5,11,4,16
5,11,4,61
5,12,1,14
5,12,1,15
5,12,1,61
5,13,1,14
5,13,1,15
5,13,1,16
5,13,1,61
5,14,2,14
5,14,2,15
5,14,2,16
5,14,2,61
5,15,2,14
5,15,2,15
5,15,2,16
5,15,2,61
5,16,17,14
5,16,17,15
5,16,17,16
5,16,17,61
5,17,7,14
5,17,7,15
5,17,7,16
5,18,2,15
5,18,2,16
5,18,2,61
5,19,3,14
5,19,3,15
5,19,3,16
5,19,3,61
5,20,2,14
5,20,2,15
5,20,2,16
5,20,2,61
5,21,0,14
5,21,0,15
5,21,0,16
5,21,0,61
5,22,0,14
5,22,0,15
5,23,1,14
5,23,1,15
5,23,1,16
5,23,1,61
5,24,4,14
5,24,4,16
5,24,4,61
5,25,2,14
5,25,2,15
5,25,2,61
5,26,0,14
5,26,0,15
5,26,0,16
5,26,0,61
5,27,0,14
5,27,0,15
5,27,0,61
5,28,2,16
5,28,2,61
5,29,0,14
5,29,0,15
5,29,0,16
5,29,0,61
5,30,1,14
5,30,1,15
5,30,1,16
5,30,1,61
5,31,4,14
5,31,4,15
5,31,4,16
5,31,4,61
5,32,0,14
5,32,0,15
5,32,0,16
5,32,0,61
5,33,2,14
5,33,2,15
5,33,2,16
5,33,2,61
5,34,3,14
5,34,3,15
5,34,3,16
5,34,3,61
5,35,2,14
5,35,2,15
5,35,2,16
5,35,2,61
5,36,1,14
5,36,1,15
5,36,1,16
5,36,1,61
5,37,17,15
5,37,17,16
5,37,17,61
5,38,0,14
5,38,0,15
5,38,0,61
5,39,0,14
5,39,0,15
5,39,0,16
5,39,0,61
5,40,0,14
5,40,0,15
5,40,0,16
5,40,0,61
5,41,2,14
5,41,2,15
5,41,2,16
5,41,2,61
5,42,0,14
5,42,0,15
5,42,0,16
5,42,0,61
5,43,0,14
5,43,0,15
5,43,0,16
5,43,0,61
5,44,1,14
5,44,1,15
5,44,1,16
5,44,1,61
5,45,4,14
5,45,4,15
5,45,4,16
5,45,4,61
5,46,1,14
5,46,1,15
