subject,index,n_since_last_click,channel
10,1,0,2
10,1,0,3
10,1,0,4
10,1,0,5
10,1,0,6
10,1,0,7
10,1,0,8
10,1,0,10
10,1,0,11
10,1,0,12
10,1,0,13
10,1,0,21
10,1,0,23
10,1,0,27
10,1,0,28
10,1,0,32
10,1,0,34
10,1,0,35
10,1,0,39
10,1,0,40
10,1,0,43
10,1,0,46
10,1,0,47
10,1,0,49
10,1,0,52
10,1,0,53
10,1,0,57
10,1,0,59
10,1,0,60
10,1,0,61
10,2,0,2
10,2,0,3
10,2,0,4
10,2,0,5
10,2,0,6
10,2,0,7
10,2,0,8
10,2,0,10
10,2,0,11
10,2,0,12
10,2,0,13
10,2,0,21
10,2,0,22
10,2,0,23
10,2,0,27
10,2,0,28
10,2,0,32
10,2,0,34
10,2,0,35
10,2,0,36
10,2,0,37
10,2,0,40
10,2,0,43
10,2,0,46
10,2,0,47
10,2,0,48
10,2,0,49
10,2,0,52
10,2,0,53
10,2,0,57
10,2,0,58
10,2,0,59
10,2,0,60
10,2,0,61
10,3,4,2
10,3,4,3
10,3,4,4
10,3,4,5
10,3,4,6
10,3,4,7
10,3,4,8
10,3,4,10
10,3,4,11
10,3,4,12
10,3,4,13
10,3,4,21
10,3,4,23
10,3,4,27
10,3,4,28
10,3,4,32
10,3,4,34
10,3,4,35
10,3,4,36
10,3,4,37
10,3,4,39
10,3,4,40
10,3,4,43
10,3,4,46
10,3,4,47
10,3,4,49
10,3,4,52
10,3,4,53
10,3,4,57
10,3,4,58
10,3,4,59
10,3,4,60
10,3,4,61
10,4,0,2
10,4,0,3
10,4,0,4
10,4,0,5
10,4,0,6
10,4,0,7
10,4,0,8
10,4,0,10
10,4,0,11
10,4,0,12
10,4,0,21
10,4,0,22
10,4,0,23
10,4,0,27
10,4,0,28
10,4,0,32
10,4,0,35
10,4,0,37
10,4,0,39
10,4,0,40
10,4,0,43
10,4,0,46
10,4,0,47
10,4,0,48
10,4,0,49
10,4,0,52
10,4,0,53
10,4,0,57
10,4,0,58
10,4,0,59
10,4,0,60
10,4,0,61
10,5,0,2
10,5,0,3
10,5,0,4
10,5,0,6
10,5,0,7
10,5,0,10
10,5,0,11
10,5,0,12
10,5,0,13
10,5,0,22
10,5,0,23
10,5,0,27
10,5,0,28
10,5,0,32
10,5,0,34
10,5,0,35
10,5,0,37
10,5,0,39
10,5,0,40
10,5,0,43
10,5,0,46
10,5,0,48
10,5,0,49
10,5,0,52
10,5,0,53
10,5,0,57
10,5,0,58
10,5,0,59
10,5,0,60
