subject,index,n_since_last_click,channel
16,1,0,10
16,1,0,12
16,1,0,18
16,1,0,19
16,1,0,21
16,1,0,22
16,1,0,23
16,1,0,24
16,1,0,28
16,1,0,29
16,1,0,31
16,1,0,34
16,1,0,35
16,1,0,40
16,1,0,41
16,1,0,42
16,1,0,50
16,1,0,51
16,1,0,52
16,1,0,53
16,1,0,61
16,1,0,62
16,1,0,63
16,1,0,64
16,1,0,65
16,1,0,76
16,1,0,77
16,1,0,78
16,1,0,79
16,1,0,81
16,1,0,84
16,1,0,85
16,1,0,90
16,1,0,91
16,1,0,92
16,2,1,10
16,2,1,12
16,2,1,18
16,2,1,19
16,2,1,21
16,2,1,22
16,2,1,23
16,2,1,24
16,2,1,28
16,2,1,29
16,2,1,31
16,2,1,34
16,2,1,40
16,2,1,42
16,2,1,50
16,2,1,51
16,2,1,52
16,2,1,53
16,2,1,61
16,2,1,62
16,2,1,63
16,2,1,64
16,2,1,65
16,2,1,76
16,2,1,78
16,2,1,79
16,2,1,84
16,2,1,85
16,2,1,91
16,2,1,92
16,3,0,10
16,3,0,12
16,3,0,18
16,3,0,19
16,3,0,21
16,3,0,22
16,3,0,24
16,3,0,28
16,3,0,29
16,3,0,31
16,3,0,34
16,3,0,35
16,3,0,40
16,3,0,50
16,3,0,51
16,3,0,52
16,3,0,61
16,3,0,62
16,3,0,63
16,3,0,64
16,3,0,65
16,3,0,76
16,3,0,77
16,3,0,78
16,3,0,79
16,3,0,81
16,3,0,84
16,3,0,85
16,3,0,90
16,3,0,91
16,3,0,92
16,4,0,10
16,4,0,12
16,4,0,18
16,4,0,19
16,4,0,21
16,4,0,22
16,4,0,23
16,4,0,24
16,4,0,28
16,4,0,29
16,4,0,31
16,4,0,34
16,4,0,35
16,4,0,40
16,4,0,41
16,4,0,42
16,4,0,50
16,4,0,51
16,4,0,52
16,4,0,53
16,4,0,61
16,4,0,62
16,4,0,63
16,4,0,64
16,4,0,65
16,4,0,76
16,4,0,78
16,4,0,81
16,4,0,84
16,4,0,85
16,4,0,90
16,4,0,91
16,4,0,92
16,5,0,10
16,5,0,12
16,5,0,18
16,5,0,19
16,5,0,21
16,5,0,22
16,5,0,23
16,5,0,24
16,5,0,28
16,5,0,29
16,5,0,31
16,5,0,40
16,5,0,41
16,5,0,42
16,5,0,51
16,5,0,53
16,5,0,62
16,5,0,76
16,5,0,77
16,5,0,78
16,5,0,79
16,5,0,81
16,5,0,84
16,5,0,85
16,5,0,90
16,5,0,91
16,5,0,92
16,6,0,10
16,6,0,12
16,6,0,18
16,6,0,19
16,6,0,21
16,6,0,22
16,6,0,23
16,6,0,24
16,6,0,28
16,6,0,29
16,6,0,31
16,6,0,34
16,6,0,35
16,6,0,40
16,6,0,41
16,6,0,42
16,6,0,50
16,6,0,51
16,6,0,52
16,6,0,53
16,6,0,61
16,6,0,62
16,6,0,63
16,6,0,64
16,6,0,65
16,6,0,77
16,6,0,78
16,6,0,79
16,6,0,81
16,6,0,84
16,6,0,85
16,6,0,90
16,6,0,91
16,6,0,92
16,7,0,10
16,7,0,12
16,7,0,18
