subject,index,n_since_last_click,channel
1,1,0,2
1,1,0,3
1,1,0,5
1,1,0,6
1,1,0,7
1,1,0,11
1,1,0,14
1,1,0,15
1,1,0,16
1,1,0,26
1,1,0,27
1,1,0,28
1,1,0,29
1,1,0,33
1,1,0,35
1,1,0,38
1,1,0,39
1,1,0,40
1,1,0,41
1,1,0,42
1,1,0,46
1,1,0,47
1,1,0,50
1,1,0,51
1,1,0,58
1,1,0,59
1,1,0,60
1,1,0,65
1,1,0,66
1,1,0,67
1,1,0,68
1,1,0,70
1,1,0,77
1,1,0,78
1,2,0,2
1,2,0,3
1,2,0,4
1,2,0,5
1,2,0,6
1,2,0,7
1,2,0,11
1,2,0,12
1,2,0,14
1,2,0,15
1,2,0,16
1,2,0,26
1,2,0,27
1,2,0,28
1,2,0,29
1,2,0,33
1,2,0,35
1,2,0,38
1,2,0,39
1,2,0,40
1,2,0,41
1,2,0,42
1,2,0,46
1,2,0,47
1,2,0,50
1,2,0,51
1,2,0,58
1,2,0,59
1,2,0,60
1,2,0,65
1,2,0,66
1,2,0,67
1,2,0,68
1,2,0,70
1,2,0,77
1,2,0,78
1,3,0,2
1,3,0,3
1,3,0,4
1,3,0,5
1,3,0,6
1,3,0,7
1,3,0,11
1,3,0,12
1,3,0,14
1,3,0,15
1,3,0,26
1,3,0,27
1,3,0,28
1,3,0,29
1,3,0,33
1,3,0,35
1,3,0,38
1,3,0,39
1,3,0,40
1,3,0,41
1,3,0,46
1,3,0,47
1,3,0,50
1,3,0,51
1,3,0,58
1,3,0,59
1,3,0,60
1,3,0,65
1,3,0,66
1,3,0,67
1,3,0,68
1,3,0,70
1,3,0,77
1,3,0,78
1,3,0,79
1,4,0,2
1,4,0,3
1,4,0,4
1,4,0,5
1,4,0,7
1,4,0,11
1,4,0,12
1,4,0,14
1,4,0,15
1,4,0,16
1,4,0,26
1,4,0,27
1,4,0,28
1,4,0,29
1,4,0,33
1,4,0,35
1,4,0,38
1,4,0,39
1,4,0,40
1,4,0,41
1,4,0,46
1,4,0,47
1,4,0,50
1,4,0,51
1,4,0,58
1,4,0,59
1,4,0,60
1,4,0,65
1,4,0,66
1,4,0,67
1,4,0,68
1,4,0,70
1,4,0,77
1,4,0,78
1,4,0,79
1,5,5,2
1,5,5,3
1,5,5,4
1,5,5,5
1,5,5,6
1,5,5,7
1,5,5,12
1,5,5,14
1,5,5,15
1,5,5,16
1,5,5,26
1,5,5,27
1,5,5,28
1,5,5,29
1,5,5,33
1,5,5,35
1,5,5,38
1,5,5,39
1,5,5,40
1,5,5,41
1,5,5,42
1,5,5,46
1,5,5,47
1,5,5,50
1,5,5,51
1,5,5,58
1,5,5,59
1,5,5,60
1,5,5,66
1,5,5,67
1,5,5,68
1,5,5,70
1,5,5,78
1,5,5,79
1,6,3,2
1,6,3,3
1,6,3,4
1,6,3,5
1,6,3,6
1,6,3,7
1,6,3,11
1,6,3,12
1,6,3,26
1,6,3,27
1,6,3,28
1,6,3,29
1,6,3,33
1,6,3,35
1,6,3,38
1,6,3,39
1,6,3,40
1,6,3,41
1,6,3,42
1,6,3,46
1,6,3,47
1,6,3,50
1,6,3,51
1,6,3,58
1,6,3,59
1,6,3,60
1,6,3,65
1,6,3,66
1,6,3,67
1,6,3,68
1,6,3,70
1,6,3,77
1,6,3,78
1,6,3,79
1,7,0,2
1,7,0,3
1,7,0,4
1,7,0,5
1,7,0,6
1,7,0,7
1,7,0,11
1,7,0,12
1,7,0,14
1,7,0,15
1,7,0,26
1,7,0,27
1,7,0,28
1,7,0,29
1,7,0,33
1,7,0,35
1,7,0,38
1,7,0,39
1,7,0,40
1,7,0,41
1,7,0,42
1,7,0,47
1,7,0,50
1,7,0,51
1,7,0,58
1,7,0,59
1,7,0,60
1,7,0,65
1,7,0,66
1,7,0,67
1,7,0,68
1,7,0,70
1,7,0,77
1,7,0,78
1,7,0,79
1,8,8,4
1,8,8,5
1,8,8,6
1,8,8,7
1,8,8,11
1,8,8,12
1,8,8,15
1,8,8,16
1,8,8,26
1,8,8,27
1,8,8,28
1,8,8,29
1,8,8,33
1,8,8,35
1,8,8,38
1,8,8,39
1,8,8,40
1,8,8,41
1,8,8,42
1,8,8,46
1,8,8,47
1,8,8,50
1,8,8,58
1,8,8,59
1,8,8,60
1,8,8,65
1,8,8,66
1,8,8,67
1,8,8,68
1,8,8,70
1,8,8,77
1,8,8,79
1,9,15,2
1,9,15,3
1,9,15,4
1,9,15,5
1,9,15,6
1,9,15,7
1,9,15,11
1,9,15,12
1,9,15,14
1,9,15,15
1,9,15,16
1,9,15,26
1,9,15,27
1,9,15,28
1,9,15,29
1,9,15,33
1,9,15,35
1,9,15,38
1,9,15,39
1,9,15,40
1,9,15,41
1,9,15,42
1,9,15,46
1,9,15,47
1,9,15,50
1,9,15,51
1,9,15,58
1,9,15,59
1,9,15,60
1,9,15,65
1,9,15,67
1,9,15,68
1,9,15,77
1,9,15,79
1,10,0,2
1,10,0,3
1,10,0,4
1,10,0,5
1,10,0,6
1,10,0,7
1,10,0,11
1,10,0,12
1,10,0,14
1,10,0,15
1,10,0,16
1,10,0,26
1,10,0,27
1,10,0,28
1,10,0,29
1,10,0,33
1,10,0,35
1,10,0,38
1,10,0,39
1,10,0,40
1,10,0,41
1,10,0,42
1,10,0,47
1,10,0,50
1,10,0,51
1,10,0,58
1,10,0,59
1,10,0,60
1,10,0,65
1,10,0,67
1,10,0,68
1,10,0,77
1,10,0,78
1,10,0,79
1,11,0,2
1,11,0,3
1,11,0,4
1,11,0,5
1,11,0,6
1,11,0,7
1,11,0,12
1,11,0,14
1,11,0,15
1,11,0,16
1,11,0,26
1,11,0,27
1,11,0,28
1,11,0,29
1,11,0,33
1,11,0,35
1,11,0,38
1,11,0,39
1,11,0,40
1,11,0,41
1,11,0,46
1,11,0,47
1,11,0,50
1,11,0,51
1,11,0,58
1,11,0,59
1,11,0,60
1,11,0,65
1,11,0,67
1,11,0,68
1,11,0,70
1,11,0,77
1,11,0,78
1,11,0,79
1,12,0,2
1,12,0,3
1,12,0,4
1,12,0,5
1,12,0,6
1,12,0,7
1,12,0,14
1,12,0,15
1,12,0,16
1,12,0,26
1,12,0,27
1,12,0,28
1,12,0,29
1,12,0,33
1,12,0,35
1,12,0,38
1,12,0,39
1,12,0,40
1,12,0,41
1,12,0,42
1,12,0,46
1,12,0,47
1,12,0,50
1,12,0,51
1,12,0,58
1,12,0,59
1,12,0,60
1,12,0,65
1,12,0,67
1,12,0,68
1,12,0,70
1,12,0,77
1,12,0,78
1,13,0,2
1,13,0,3
1,13,0,4
1,13,0,5
