subject,index,n_since_last_click,channel
6,1,0,3
6,1,0,4
6,1,0,5
6,1,0,6
6,1,0,8
6,1,0,9
6,1,0,10
6,1,0,11
6,1,0,14
6,1,0,15
6,1,0,16
6,1,0,17
6,1,0,21
6,1,0,22
6,1,0,23
6,1,0,24
6,1,0,27
6,1,0,29
6,1,0,31
6,1,0,33
6,1,0,34
6,1,0,35
6,1,0,41
6,1,0,48
6,1,0,51
6,1,0,52
6,1,0,62
6,1,0,63
6,1,0,74
6,1,0,75
6,1,0,77
6,1,0,78
6,1,0,82
6,1,0,83
6,2,0,3
6,2,0,4
6,2,0,5
6,2,0,6
6,2,0,8
6,2,0,9
6,2,0,10
6,2,0,11
6,2,0,14
6,2,0,15
6,2,0,16
6,2,0,17
6,2,0,21
6,2,0,22
6,2,0,23
6,2,0,24
6,2,0,27
6,2,0,29
6,2,0,31
6,2,0,33
6,2,0,34
6,2,0,35
6,2,0,41
6,2,0,48
6,2,0,51
6,2,0,52
6,2,0,62
6,2,0,63
6,2,0,74
6,2,0,75
6,2,0,77
6,2,0,78
6,2,0,82
6,2,0,83
6,3,0,3
6,3,0,4
6,3,0,5
6,3,0,6
6,3,0,8
6,3,0,9
6,3,0,10
6,3,0,11
6,3,0,14
6,3,0,15
6,3,0,16
6,3,0,17
6,3,0,21
6,3,0,22
6,3,0,23
6,3,0,24
6,3,0,27
6,3,0,29
6,3,0,31
6,3,0,33
6,3,0,34
6,3,0,35
6,3,0,41
6,3,0,51
6,3,0,52
6,3,0,62
6,3,0,74
6,3,0,75
6,3,0,77
6,3,0,78
6,3,0,82
6,3,0,83
6,4,0,3
6,4,0,4
6,4,0,5
6,4,0,6
6,4,0,8
6,4,0,9
6,4,0,10
6,4,0,11
6,4,0,14
6,4,0,15
6,4,0,17
6,4,0,21
6,4,0,22
6,4,0,27
6,4,0,29
6,4,0,31
6,4,0,34
6,4,0,41
6,4,0,48
6,4,0,51
6,4,0,52
6,4,0,62
6,4,0,63
6,4,0,74
6,4,0,75
6,4,0,77
6,4,0,78
6,4,0,82
6,4,0,83
6,5,2,3
6,5,2,4
6,5,2,5
6,5,2,6
6,5,2,8
6,5,2,9
6,5,2,10
6,5,2,11
6,5,2,14
6,5,2,15
6,5,2,16
6,5,2,17
6,5,2,21
6,5,2,22
6,5,2,23
6,5,2,24
6,5,2,27
6,5,2,29
6,5,2,31
6,5,2,33
6,5,2,34
6,5,2,35
6,5,2,41
6,5,2,48
6,5,2,51
6,5,2,52
6,5,2,62
6,5,2,63
6,5,2,74
6,5,2,78
6,5,2,82
