subject,index,n_since_last_click,channel
12,1,0,3
12,1,0,4
12,1,0,5
12,1,0,6
12,1,0,21
12,1,0,22
12,1,0,23
12,1,0,24
12,1,0,25
12,1,0,26
12,1,0,27
12,1,0,28
12,1,0,29
12,1,0,30
12,1,0,31
12,1,0,32
12,1,0,33
12,1,0,37
12,1,0,39
12,1,0,40
12,1,0,41
12,1,0,42
12,1,0,43
12,1,0,44
12,1,0,45
12,1,0,48
12,1,0,49
12,1,0,50
12,2,0,3
12,2,0,4
12,2,0,5
12,2,0,6
12,2,0,21
12,2,0,22
12,2,0,23
12,2,0,24
12,2,0,25
12,2,0,26
12,2,0,27
12,2,0,28
12,2,0,29
12,2,0,30
12,2,0,31
12,2,0,32
12,2,0,33
12,2,0,37
12,2,0,38
12,2,0,39
12,2,0,40
12,2,0,41
12,2,0,42
12,2,0,43
12,2,0,44
12,2,0,45
12,2,0,48
12,2,0,49
12,2,0,50
12,3,4,3
12,3,4,4
12,3,4,5
12,3,4,21
12,3,4,22
12,3,4,23
12,3,4,24
12,3,4,25
12,3,4,26
12,3,4,27
12,3,4,28
12,3,4,29
12,3,4,30
12,3,4,31
12,3,4,32
12,3,4,33
12,3,4,37
12,3,4,38
12,3,4,39
12,3,4,40
12,3,4,41
12,3,4,42
12,3,4,43
12,3,4,44
12,3,4,45
12,3,4,48
12,3,4,49
12,3,4,50
12,4,0,3
12,4,0,4
12,4,0,5
12,4,0,6
12,4,0,21
12,4,0,22
12,4,0,23
12,4,0,24
12,4,0,25
12,4,0,26
12,4,0,28
12,4,0,29
12,4,0,30
12,4,0,31
12,4,0,32
12,4,0,33
12,4,0,37
12,4,0,38
12,4,0,39
12,4,0,40
12,4,0,41
12,4,0,42
12,4,0,43
12,4,0,44
12,4,0,45
12,4,0,48
12,4,0,49
12,4,0,50
12,5,0,3
12,5,0,4
12,5,0,5
12,5,0,6
12,5,0,21
12,5,0,22
12,5,0,23
12,5,0,24
12,5,0,25
12,5,0,26
12,5,0,27
12,5,0,28
12,5,0,29
12,5,0,30
12,5,0,31
12,5,0,32
12,5,0,33
12,5,0,38
12,5,0,39
12,5,0,40
12,5,0,41
12,5,0,42
12,5,0,43
12,5,0,44
12,5,0,45
12,5,0,48
12,5,0,49
12,5,0,50
12,6,0,3
12,6,0,4
12,6,0,5
12,6,0,6
12,6,0,21
12,6,0,22
12,6,0,23
12,6,0,24
12,6,0,25
12,6,0,26
12,6,0,27
12,6,0,28
12,6,0,29
12,6,0,30
12,6,0,31
12,6,0,32
12,6,0,33
12,6,0,37
12,6,0,38
12,6,0,39
12,6,0,40
12,6,0,41
12,6,0,42
12,6,0,44
12,6,0,45
12,6,0,48
12,6,0,49
12,6,0,50
12,7,1,3
12,7,1,4
12,7,1,5
12,7,1,6
12,7,1,21
12,7,1,22
12,7,1,23
12,7,1,24
12,7,1,25
12,7,1,26
12,7,1,27
12,7,1,28
12,7,1,29
12,7,1,30
12,7,1,31
12,7,1,32
12,7,1,33
12,7,1,37
12,7,1,38
12,7,1,39
12,7,1,40
